y_true,probability,prediction
1,0.7930662758555123,1
0,0.15856363376556268,0
1,0.5584009522963003,1
0,0.16002326307679277,0
0,0.6251720489047347,1
0,0.013926923488515243,0
0,0.8703085175373777,1
0,0.026221793653287962,0
0,0.5950950430799299,1
0,0.1765768282954303,0
0,0.7126091200950095,1
1,0.791527653362079,1
0,0.08309799481524556,0
0,0.016260753565752503,0
0,0.20769795926275927,0
0,0.9268314701001861,1
0,0.4982019261434159,0
0,0.19597599581729097,0
0,0.010844070886770757,0
1,0.8795805816305955,1
0,0.04780834467206027,0
0,0.05600245838918421,0
0,0.006603916764234187,0
0,0.49576962942456104,0
1,0.999646538518881,1
0,0.6085183150797507,1
0,0.5042083207409299,1
1,0.9855521300562056,1
0,0.6477910086739179,1
0,0.8021470916282448,1
0,0.0067866339858316796,0
0,0.0017200468396938525,0
0,0.41973774788605916,0
0,0.0055828618440695,0
1,0.8736846108253215,1
0,0.13926160085684888,0
0,0.007528775041063622,0
0,0.02093672151295406,0
1,0.9342992779537437,1
0,0.0785690661478717,0
0,0.00032946829248125815,0
1,0.9195180726358598,1
0,0.057248924027150046,0
0,0.0221815003316888,0
0,0.01815767692289511,0
0,0.06740111166334811,0
1,0.6235701462834494,1
0,0.09752433637354774,0
0,0.012752116197663282,0
1,0.9148787303913615,1
1,0.8715637847067536,1
0,0.03061094141530323,0
1,0.9217215968759589,1
0,0.37776156208877065,0
1,0.40826307404422973,0
0,0.044900504172017505,0
0,0.5712251192753824,1
0,0.5272505115059419,1
0,0.7327617277473901,1
0,0.71215439162833,1
0,0.5790099408174614,1
0,0.01649546910221561,0
1,0.9953221166750164,1
0,0.01838158141339996,0
0,0.21592049728846394,0
0,0.7588414935150531,1
0,0.0355570397011909,0
1,0.24226496647069373,0
0,0.17719255976208714,0
1,0.4887889194022343,0
0,0.008193056618884824,0
0,0.03639515704246112,0
0,0.32482373942232123,0
0,0.036867955205404854,0
0,0.020641350005991207,0
0,0.5104319732438841,1
0,0.005476918430767564,0
1,0.7738346029568177,1
0,0.42705416323914525,0
0,0.1820922123066854,0
0,0.4773132973594178,0
1,0.8158487278250993,1
1,0.9303247774670158,1
0,0.0006046385510599561,0
1,0.99999952488069,1
0,0.17660106275617152,0
1,0.8218133992226592,1
1,0.9342847631866718,1
0,0.0033795274629724033,0
0,0.17113013371444302,0
0,0.03793266417252412,0
0,0.7148406771880209,1
0,0.018621906822170325,0
1,0.7568395649757267,1
0,0.4562177483679083,0
1,0.5168535753888318,1
1,0.9325833294307677,1
0,0.5258697180858778,1
1,0.7307458434542319,1
0,0.025116500880250858,0
0,0.636670560681131,1
0,0.11976644703241078,0
0,0.7873080824914767,1
1,0.5685089873344457,1
0,0.12092786226077162,0
0,0.025913356909590228,0
1,0.9246670655665122,1
0,0.030898463654057153,0
1,0.5831225453828429,1
0,0.4552231711520801,0
1,0.9998108303186607,1
0,0.013339572034324119,0
1,0.8799853554632973,1
0,0.08977698864140013,0
0,0.04437856592356074,0
0,0.06212745137759192,0
0,0.6156070498581545,1
1,0.5518016623771232,1
0,0.20474228482148255,0
0,0.026296681685943884,0
0,0.011826939608094866,0
0,0.016238216771728403,0
1,0.703696450118161,1
0,0.03868195222531621,0
0,0.07659870815201539,0
0,0.028775338850839632,0
0,0.0009062173505782665,0
0,0.5749773810723132,1
1,0.37211948189264465,0
0,0.016367123491501923,0
0,0.023233126348616785,0
0,0.5530519486993248,1
0,0.6142950496884435,1
0,0.04469949789646652,0
0,0.033740143070925314,0
0,0.18226862156938542,0
1,0.981307172978219,1
0,0.19227070757403988,0
0,0.01785481065724999,0
0,0.0013768934490007798,0
1,0.9465654511404222,1
0,0.35736549745778046,0
0,0.009295171289891152,0
0,0.3135789361746046,0
0,0.009774376300842517,0
0,0.30373004088852085,0
1,0.680644362287193,1
1,0.9693508763913234,1
0,0.6980023716949962,1
0,0.8639839849274378,1
1,0.9562741857166079,1
0,0.049671650801480866,0
0,0.005212155152617679,0
1,0.44754575284538334,0
0,0.0957822773775221,0
0,0.009694214681171707,0
1,0.9474160637962689,1
0,0.09471337547355582,0
